year,paragraph_id,actors
2002,52,"CANADA, CHINA, EUROPEAN UNION, G77, JAPAN, UNITED STATES OF AMERICA (USA)"
2002,53,"NIGERIA, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
2002,54,"INDIA, UNITED KINGDOM (UK)"
2002,56,INDIA
2002,57,"CHINA, G77, NIGERIA, UNITED STATES OF AMERICA (USA)"
2002,58,"CHINA, EUROPEAN UNION, G77"
2002,59,"AUSTRALIA, CANADA, CHINA, UNITED STATES OF AMERICA (USA)"
2002,61,CANADA
2002,62,UNITED STATES OF AMERICA (USA)
2002,63,UNITED STATES OF AMERICA (USA)
2002,64,UNITED KINGDOM (UK)
2002,65,"AUSTRIA, CHINA, GERMANY, ITALIA, RUSSIA, SWEDEN, UNITED STATES OF AMERICA (USA)"
2003,1,"AUSTRALIA, CANADA, GERMANY, JAPAN, NORWAY, SWEDEN, SWITZERLAND, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2003,5,ITALIA
2003,6,"GERMANY, JAPAN"
2003,12,"ARGENTINA, GERMANY, NETHERLANDS, UNITED STATES OF AMERICA (USA)"
2003,13,"AUSTRALIA, CANADA, EUROPEAN UNION, INDIA, JAPAN, MOROCCO, NEW ZELAND, RUSSIA"
2003,14,"HUGARY, INDIA"
2003,16,"AOSIS, CHINA, EUROPEAN UNION, G77, ITALIA, MOROCCO, PAKISTAN, RUSSIA, TANZANIA, UNITED STATES OF AMERICA (USA), ZIMBABWE"
2003,17,"BAHAMAS, ICELAND, OMAN"
2003,18,"CANADA, CHINA, EUROPEAN UNION, G77, INDIA, JAPAN, MALAYSIA, NEW ZELAND, NORWAY, OMAN, RUSSIA, SAUDI ARABIA, SUDAN, THAILAND"
2003,20,UNITED KINGDOM (UK)
2003,21,"BRAZIL, GERMANY, NEW ZELAND"
2003,23,"AUSTRALIA, CANADA, EUROPEAN UNION, NORWAY, SWITZERLAND"
2003,24,"AOSIS, CANADA, CHINA, EUROPEAN UNION, G77, NORWAY, ZIMBABWE"
2003,26,"NEW ZELAND, UNITED STATES OF AMERICA (USA)"
2003,27,"AUSTRALIA, EUROPEAN UNION, GHANA, TANZANIA, TRINIDAD AND TOBAGO, UNITED KINGDOM (UK)"
2003,29,"AOSIS, AUSTRALIA, CHILE, CHINA, EUROPEAN UNION, G77, UGANDA"
2003,30,"CANADA, CHILE, EUROPEAN UNION, FINLAND, ITALIA"
2003,32,"BRAZIL, GERMANY, UNITED KINGDOM (UK)"
2003,33,"AUSTRALIA, BULGARIA, CHINA, EUROPEAN UNION, G77, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
2003,34,"AUSTRALIA, CHINA, EUROPEAN UNION, G77, KUWAIT, UNITED STATES OF AMERICA (USA)"
2003,36,"BARBADOS, CHINA, COLOMBIA, DENMARK, EUROPEAN UNION, FEDERATED STATES OF MICRONESIA, G77, PERU, SOUTH AFRICA"
2003,37,"ARGENTINA, CANADA, CHINA, EUROPEAN UNION, G77, JAPAN, NIGERIA, NORWAY, SAUDI ARABIA"
2003,39,"ALGERIA, BRAZIL, BUTHAN, CHINA, COLOMBIA, EUROPEAN UNION, G77, TANZANIA"
2003,40,"CROATIA, GAMBIA, SWITZERLAND"
2003,42,"AOSIS, AUSTRALIA, BANGLADESH, CANADA, CHINA, EUROPEAN UNION, FEDERATED STATES OF MICRONESIA, G77, INDIA, JAPAN, NEW ZELAND, SAUDI ARABIA, TANZANIA, UNITED ARAB EMIRATES (UAE), UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2003,43,"BURKINA, ITALIA, NEW ZELAND, TANZANIA"
2003,45,"ALBANIA, ARGENTINA, AUSTRALIA, CHINA, EUROPEAN UNION, G77, JAPAN, NEW ZELAND, UGANDA, UNITED STATES OF AMERICA (USA)"
2003,46,"ARGENTINA, BELARUS, BRAZIL, CHINA, CROATIA, EUROPEAN UNION, G77, SAUDI ARABIA, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2003,48,KENYA
2003,49,"AOSIS, ARGENTINA, BANGLADESH, BELARUS, BURKINA, CANADA, CHILE, CHINA, EUROPEAN UNION, FINLAND, G77, ICELAND, JAMAICA, LIBYA, MALTA, NEW ZELAND, OMAN, PAKISTAN, RUSSIA, SAUDI ARABIA, SLOVENIA, SOUTH AFRICA, UNITED ARAB EMIRATES (UAE), UNITED STATES OF AMERICA (USA)"
2003,50,"ARGENTINA, CHINA, EUROPEAN UNION, G77, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
2003,52,"BRAZIL, CANADA, EUROPEAN UNION, GEORGIA, ICELAND, JAPAN, NEW ZELAND, NORWAY, SWITZERLAND, TANZANIA, UNITED STATES OF AMERICA (USA)"
2003,53,"EUROPEAN UNION, ITALIA"
2003,54,"ARGENTINA, AUSTRIA, BELGIUM, BENIN, BURKINA, CHINA, EUROPEAN UNION, FRANCE, G77, ITALIA, JAPAN, MARSHALL ISLANDS, MOROCCO, NEPAL, NEW ZELAND, PANAMA, RUSSIA, SAUDI ARABIA, SLOVENIA, UNITED STATES OF AMERICA (USA)"
2003,56,"BELGIUM, BURUNDI, CHINA, CUBA, EUROPEAN UNION, G77, GHANA, ICELAND, INDIA, INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA), JAPAN, MALAYSIA, REPUBLIC OF IRELAND, RWANDA, SAUDI ARABIA, SOUTH AFRICA, SOUTH KOREA, SPAIN, SWEDEN, UKRAINE, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2003,57,"BANGLADESH, BUTHAN, CHILE, COLOMBIA, COSTA RICA, CZECH REPUBLIC, GAMBIA, GERMANY, GREECE, IRAN, KAZAKHSTAN, MEXICO, NETHERLANDS, NIGERIA, NORWAY, OMAN, PHILIPPINES, RUSSIA, SWEDEN, TURKEY, YEMEN"
2003,59,"AUSTRALIA, CUBA, ITALIA, KIRIBATI, RUSSIA"
2003,60,"ARGENTINA, AUSTRALIA, CHINA, CUBA, G77, ITALIA, JAPAN, PANAMA, RUSSIA"
2003,64,"BOLIVIA, CHINA, COLOMBIA, EUROPEAN UNION, G77, NORWAY, SWITZERLAND"
2003,65,"AUSTRALIA, CANADA, CHINA, EUROPEAN UNION, FEDERATED STATES OF MICRONESIA, G77, GERMANY, NETHERLANDS, UNITED KINGDOM (UK)"
2003,69,"RUSSIA, UNITED STATES OF AMERICA (USA)"
2003,71,"AUSTRIA, BAHAMAS, BARBADOS, BELGIUM, CANADA, INDIA, MALAYSIA, UNITED STATES OF AMERICA (USA)"
2003,73,"AUSTRIA, EUROPEAN UNION, FRANCE, GERMANY, SWITZERLAND, UNITED STATES OF AMERICA (USA)"
2003,74,"ARGENTINA, AUSTRALIA, AUSTRIA, CANADA, CZECH REPUBLIC, FINLAND, FRANCE, GERMANY, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2007,1,"AUSTRALIA, AUSTRIA, CANADA, FRANCE, GERMANY, ITALIA, JAPAN, NETHERLANDS, NEW ZELAND, SPAIN, SWEDEN, SWITZERLAND, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2007,7,RUSSIA
2007,16,DENMARK
2007,17,JAPAN
2007,18,"ARGENTINA, CANADA, GERMANY, MOROCCO, NETHERLANDS"
2007,20,"AUSTRIA, GERMANY, KENYA, RUSSIA"
2007,21,INDONESIA
2007,22,"AFRICAN GROUP, AOSIS, AUSTRALIA, CHINA, EUROPEAN UNION, G77, NIGERIA, PAKISTAN, PORTUGAL, SWITZERLAND"
2007,23,"AUSTRIA, BARBADOS, CHINA, COSTA RICA, DENMARK, G77, GEORGIA, IRAN, NEW ZELAND, NIGERIA, PAKISTAN, POLAND, RUSSIA, TANZANIA"
2007,25,POLAND
2007,26,"BELGIUM, COLOMBIA, EUROPEAN UNION, INDONESIA, JAMAICA, MALAYSIA, NORWAY, SUDAN"
2007,27,ARGENTINA
2007,28,"CANADA, CHINA, G77, GAMBIA"
2007,30,"AUSTRALIA, BAHAMAS, BRAZIL, CANADA, CHINA, EUROPEAN UNION, G77, JAPAN, NEW ZELAND, UNITED STATES OF AMERICA (USA)"
2007,31,"AOSIS, AUSTRALIA, BAHAMAS, CHINA, FINLAND, G77, JAPAN, UGANDA, UNITED STATES OF AMERICA (USA)"
2007,33,"AUSTRIA, CHINA, EUROPEAN UNION, G77"
2007,34,"AUSTRALIA, AUSTRIA, CANADA, CHINA, EUROPEAN UNION, G77, ROMANIA, SOUTH AFRICA, UGANDA, UNITED STATES OF AMERICA (USA)"
2007,36,AUSTRALIA
2007,37,"ARGENTINA, BRAZIL, BUTHAN, COLOMBIA, EUROPEAN UNION, INDIA, JAPAN, NORWAY, PAPUA NEW GUINEA, UNITED STATES OF AMERICA (USA)"
2007,39,"GERMANY, UNITED STATES OF AMERICA (USA)"
2007,42,"AUSTRALIA, CHINA, EUROPEAN UNION, G77, JAMAICA, JAPAN, KENYA, NEW ZELAND, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
2007,43,"EUROPEAN UNION, NEW ZELAND, NORWAY, SAUDI ARABIA, SUDAN"
2007,45,"CHINA, EUROPEAN UNION, FRANCE, GAMBIA, GERMANY, INDIA, IRAN, JAPAN, KENYA, SENEGAL"
2007,46,INDIA
2007,47,"AUSTRALIA, CHINA, EUROPEAN UNION, G77, SAUDI ARABIA"
2007,49,"NORWAY, QATAR"
2007,51,"ARGENTINA, AUSTRIA, BRAZIL, CHILE, CHINA, COLOMBIA, EUROPEAN UNION, G77, INDIA, SWITZERLAND"
2007,52,"AUSTRIA, BOLIVIA, BRAZIL, CHILE, CHINA"
2007,53,"GHANA, HUGARY"
2007,56,"CANADA, TANZANIA"
2007,57,SAUDI ARABIA
2007,58,CHINA
2007,60,"CANADA, CHINA, GERMANY, SUDAN"
2007,63,"AUSTRIA, CHINA, G77, ROMANIA"
2007,64,"FINLAND, NIGERIA"
2007,65,"CHINA, EUROPEAN UNION, G77, JAPAN"
2007,68,"EUROPEAN UNION, JAPAN, SAUDI ARABIA"
2007,69,"EUROPEAN UNION, JAPAN, KUWAIT, SAUDI ARABIA"
2007,70,UNITED STATES OF AMERICA (USA)
2007,71,"EUROPEAN UNION, FRANCE"
2007,72,"SUDAN, UNITED STATES OF AMERICA (USA)"
2007,73,"BELARUS, UNITED STATES OF AMERICA (USA)"
2007,75,"BELARUS, EUROPEAN UNION, RUSSIA, UKRAINE"
2007,76,"AUSTRALIA, INDONESIA, NORWAY, PALAU, PAPUA NEW GUINEA, SINGAPORE"
2007,77,"AOSIS, AUSTRALIA, CHINA, EUROPEAN UNION, G77, GERMANY, INDONESIA, PAKISTAN, PORTUGAL, UNITED STATES OF AMERICA (USA)"
2007,79,"DENMARK, EUROPEAN UNION, INDIA, INDONESIA, RUSSIA, UNITED STATES OF AMERICA (USA)"
2007,80,"AUSTRALIA, SOUTH AFRICA"
2007,81,"CANADA, CHINA, EUROPEAN UNION, G77, INDIA, JAPAN, RUSSIA, UNITED STATES OF AMERICA (USA)"
2007,83,"EUROPEAN UNION, INDIA, PAPUA NEW GUINEA, SOUTH AFRICA, UNITED STATES OF AMERICA (USA)"
2007,85,"AUSTRALIA, CANADA, CHINA, EUROPEAN UNION, FINLAND, G77, RUSSIA, SOUTH AFRICA"
2007,87,"CANADA, CHINA, EUROPEAN UNION, G77, NEW ZELAND, RUSSIA, SWITZERLAND"
2007,89,"BRAZIL, NEW ZELAND, RUSSIA, UKRAINE"
2007,91,"AUSTRALIA, BELARUS, CANADA, EUROPEAN UNION, INDIA, INDONESIA, JAPAN, NEW ZELAND, RUSSIA, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
2007,92,"CHINA, EUROPEAN UNION, G77, INDONESIA, PAKISTAN"
2007,93,UNITED STATES OF AMERICA (USA)
2007,97,UNITED STATES OF AMERICA (USA)
2007,98,"GERMANY, UNITED STATES OF AMERICA (USA)"
2007,99,"EUROPEAN UNION, UNITED STATES OF AMERICA (USA)"
2007,101,"AOSIS, AUSTRIA, CANADA, CHINA, EUROPEAN UNION, G77, INDIA, INDONESIA, JAPAN, PAPUA NEW GUINEA, RUSSIA, SOUTH AFRICA, UNITED STATES OF AMERICA (USA)"
2007,102,"CHINA, G77"
2007,103,UNITED STATES OF AMERICA (USA)
2007,105,"AUSTRALIA, CANADA, UNITED STATES OF AMERICA (USA)"
2007,106,"GERMANY, NORWAY, UNITED KINGDOM (UK)"
2007,107,"GERMANY, GHANA, HUGARY, HUNGARY, INDIA, UNITED STATES OF AMERICA (USA)"
2007,109,"POLAND, SWEDEN"
2007,110,AOSIS
2007,111,UNITED STATES OF AMERICA (USA)
2006,1,"AUSTRALIA, AUSTRIA, CANADA, FRANCE, GERMANY, ITALIA, JAPAN, NETHERLANDS, NEW ZELAND, SPAIN, SWITZERLAND, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2006,6,"BELARUS, KENYA"
2006,7,RUSSIA
2006,13,KENYA
2006,14,JAPAN
2006,15,"ARGENTINA, CANADA, GERMANY, MOROCCO, NETHERLANDS"
2006,20,KENYA
2006,21,"AFRICAN GROUP, AUSTRALIA, BANGLADESH, CHINA, EUROPEAN UNION, FINLAND, G77, NIGERIA, RUSSIA, SAUDI ARABIA, SOUTH AFRICA"
2006,22,UNITED STATES OF AMERICA (USA)
2006,24,"BARBADOS, FINLAND, GHANA, INDONESIA, IRAN, NORWAY, OMAN, RUSSIA, TRINIDAD AND TOBAGO, UKRAINE"
2006,25,"AUSTRALIA, BRAZIL, CHINA, SOUTH AFRICA"
2006,27,"CANADA, CHINA, EUROPEAN UNION, G77, GAMBIA, NIGERIA"
2006,30,"CHINA, EUROPEAN UNION, G77, UNITED STATES OF AMERICA (USA)"
2006,31,"CHINA, DENMARK, EUROPEAN UNION, G77"
2006,33,"AUSTRALIA, BAHAMAS, CHINA, EUROPEAN UNION, G77, NETHERLANDS"
2006,35,"CANADA, CHINA, G77, GHANA, JAPAN, SOUTH AFRICA"
2006,36,"AUSTRIA, CHINA, EUROPEAN UNION, G77"
2006,39,"ARGENTINA, AUSTRALIA, CHINA, EUROPEAN UNION, G77, NIGERIA, SAUDI ARABIA, SWEDEN, ZIMBABWE"
2006,40,"BELARUS, KAZAKHSTAN, RUSSIA, TURKMENISTAN, UKRAINE"
2006,41,"CANADA, EUROPEAN UNION, KAZAKHSTAN"
2006,42,"EUROPEAN UNION, GERMANY, NORWAY"
2006,45,"CANADA, CHINA, EUROPEAN UNION, G77, KENYA, NEW ZELAND, UNITED STATES OF AMERICA (USA)"
2006,46,"ARGENTINA, BRAZIL, EUROPEAN UNION, JAPAN, NORWAY, PAPUA NEW GUINEA, UNITED STATES OF AMERICA (USA)"
2006,49,"ARGENTINA, GERMANY, JAPAN, UNITED STATES OF AMERICA (USA)"
2006,50,"CHINA, EUROPEAN UNION, FEDERATED STATES OF MICRONESIA, JAPAN, KUWAIT, NORWAY, SAUDI ARABIA, UNITED KINGDOM (UK)"
2006,52,"FRANCE, INDIA"
2006,54,"CROATIA, EUROPEAN UNION, UNITED KINGDOM (UK), YUGOSLAVIA"
2006,55,"CHINA, EUROPEAN UNION, G77"
2006,56,RUSSIA
2006,57,"BRAZIL, MALTA"
2006,60,"AUSTRALIA, CANADA, CHINA, EUROPEAN UNION, G77, NORWAY, SWITZERLAND"
2006,61,"CHINA, EUROPEAN UNION, G77, MEXICO, NORWAY, SWITZERLAND"
2006,62,"AFRICAN GROUP, CHINA, EUROPEAN UNION, G77, UNITED STATES OF AMERICA (USA)"
2006,63,"CANADA, CHINA, EUROPEAN UNION, G77, RUSSIA, UNITED STATES OF AMERICA (USA)"
2006,65,"CHINA, G77, GHANA, RUSSIA"
2006,66,"BRAZIL, CANADA, COSTA RICA, EUROPEAN UNION, JAPAN, KENYA, NORWAY, SAUDI ARABIA, SOUTH AFRICA"
2006,67,"AFRICAN GROUP, AOSIS, BOLIVIA, BRAZIL, COLOMBIA, EUROPEAN UNION, NEPAL"
2006,71,"GHANA, SWEDEN"
2006,73,UNITED STATES OF AMERICA (USA)
2006,74,"CANADA, EUROPEAN UNION, JAPAN, TANZANIA"
2006,76,EUROPEAN UNION
2006,77,"EUROPEAN UNION, JAPAN"
2006,78,"BAHAMAS, NETHERLANDS"
2006,80,"CHINA, G77, UNITED KINGDOM (UK)"
2006,81,"CANADA, CHINA, EUROPEAN UNION, G77, JAPAN, NEW ZELAND, NORWAY, SOUTH AFRICA, SWITZERLAND, UGANDA"
2006,84,"CHINA, EUROPEAN UNION, G77"
2006,86,"CHINA, EUROPEAN UNION, G77, JAPAN, NORWAY, SAUDI ARABIA, SWEDEN, UNITED ARAB EMIRATES (UAE)"
2006,87,"CHINA, G77, JAPAN, SAUDI ARABIA"
2006,88,"BELARUS, BRAZIL, CANADA, EUROPEAN UNION, JAPAN, UNITED STATES OF AMERICA (USA)"
2006,90,BELARUS
2006,91,"FRANCE, GERMANY, NORWAY"
2006,92,"ARGENTINA, BRAZIL, CANADA, EUROPEAN UNION, JAPAN"
2006,93,"BRAZIL, CHINA, EUROPEAN UNION, GERMANY"
2006,97,ITALIA
2006,99,"AFRICAN GROUP, BANGLADESH, CHINA, COSTA RICA, EUROPEAN UNION, FINLAND, G77, GERMANY, INDIA, KENYA, MEXICO, PHILIPPINES, SAUDI ARABIA, SOUTH AFRICA, SWITZERLAND, UNITED STATES OF AMERICA (USA)"
2006,102,"KENYA, UNITED STATES OF AMERICA (USA)"
2006,103,KENYA
2006,104,"KENYA, SOUTH AFRICA"
2006,107,"AFRICAN GROUP, KENYA"
2006,108,"CHINA, G77, KENYA, RUSSIA"
2006,109,KENYA
2006,110,"EUROPEAN UNION, KENYA, UNITED STATES OF AMERICA (USA)"
2006,111,KENYA
2006,113,UNITED STATES OF AMERICA (USA)
2006,114,KENYA
2006,115,"EUROPEAN UNION, GERMANY, QATAR, SWITZERLAND, UNITED STATES OF AMERICA (USA)"
2006,116,"BELGIUM, DENMARK, EUROPEAN UNION, FRANCE, GERMANY, THAILAND, UNITED STATES OF AMERICA (USA)"
2006,119,"CANADA, FIJI, GERMANY, KENYA, RUSSIA, UNITED STATES OF AMERICA (USA)"
2006,120,INDONESIA
2006,129,UNITED STATES OF AMERICA (USA)
2005,1,"AUSTRALIA, AUSTRIA, CANADA, FINLAND, FRANCE, GERMANY, ITALIA, JAPAN, NETHERLANDS, NORWAY, SPAIN, SWEDEN, SWITZERLAND, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2005,6,CANADA
2005,14,"ARGENTINA, GERMANY, JAPAN, NETHERLANDS"
2005,15,ARGENTINA
2005,19,"ARGENTINA, BANGLADESH, CANADA, CHINA, EUROPEAN UNION, G77, JAMAICA, KENYA, UNITED KINGDOM (UK)"
2005,20,"CHINA, G77"
2005,21,"ARGENTINA, DENMARK, GHANA, IRAN, KENYA, OMAN, POLAND, TRINIDAD AND TOBAGO, UKRAINE, UNITED STATES OF AMERICA (USA)"
2005,22,"BARBADOS, CHINA, EUROPEAN UNION, G77, GERMANY"
2005,24,"GREECE, KENYA, Mapped label"
2005,25,"CHINA, G77, GERMANY, JAPAN, MALAYSIA, TRINIDAD AND TOBAGO, UNITED STATES OF AMERICA (USA)"
2005,28,"CHINA, EUROPEAN UNION, G77, PHILIPPINES, SWEDEN"
2005,29,"ARGENTINA, CANADA, CHINA, EUROPEAN UNION, G77, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
2005,32,"AUSTRIA, BUTHAN"
2005,33,"AOSIS, ARGENTINA, BRAZIL, CHINA, COSTA RICA, EUROPEAN UNION, G77, PAPUA NEW GUINEA, UNITED STATES OF AMERICA (USA)"
2005,36,FEDERATED STATES OF MICRONESIA
2005,37,"AUSTRALIA, SUDAN"
2005,38,"AOSIS, AUSTRALIA, BRAZIL, CHILE, EUROPEAN UNION, ITALIA, JAPAN, KUWAIT, LIBYA, NORWAY, SAUDI ARABIA, SOUTH AFRICA, SPAIN, SWITZERLAND, UNITED STATES OF AMERICA (USA)"
2005,41,"AUSTRALIA, CANADA, CHINA, EUROPEAN UNION, GERMANY, JAPAN, MALAYSIA, PANAMA, SOUTH AFRICA, SWITZERLAND, UGANDA"
2005,45,"AOSIS, CHINA, EUROPEAN UNION, G77, LIBYA, UNITED STATES OF AMERICA (USA)"
2005,46,"AOSIS, AUSTRALIA, CHINA, EUROPEAN UNION, G77, GHANA, IRAN, LIBYA, NORWAY, SAUDI ARABIA, UNITED STATES OF AMERICA (USA)"
2005,48,"EUROPEAN UNION, UNITED KINGDOM (UK)"
2005,50,"AOSIS, BANGLADESH, CHINA, G77, JAMAICA"
2005,51,"EUROPEAN UNION, SAUDI ARABIA"
2005,52,CANADA
2005,59,"AOSIS, BRAZIL, CANADA, CHILE, CHINA, EUROPEAN UNION, G77, GERMANY, INDIA, ITALIA, JAPAN, MEXICO, PANAMA, PERU, RUSSIA, SPAIN, THAILAND, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2005,61,UNITED STATES OF AMERICA (USA)
2005,62,"BULGARIA, CHINA, EUROPEAN UNION, G77, RUSSIA"
2005,64,"CHINA, NEW ZELAND"
2005,65,"BURKINA, CANADA, EUROPEAN UNION, JAPAN, NEW ZELAND, NORWAY, SAUDI ARABIA"
2005,68,"AOSIS, CHINA"
2005,69,"PHILIPPINES, SWEDEN"
2005,70,"CHINA, G77, JAPAN, SOUTH AFRICA"
2005,71,"CANADA, CHINA, EUROPEAN UNION, G77, JAPAN, SOUTH AFRICA, SWITZERLAND, ZIMBABWE"
2005,73,"AOSIS, BANGLADESH, CANADA, CHINA, EUROPEAN UNION, FRANCE, G77, JAPAN, MEXICO, NORWAY, RUSSIA, UNITED STATES OF AMERICA (USA)"
2005,78,"BARBADOS, CANADA, CHINA, EUROPEAN UNION, G77, GERMANY"
2005,79,"CHINA, EUROPEAN UNION, G77, JAPAN, PHILIPPINES, SWITZERLAND"
2005,80,"BELARUS, SLOVENIA, UNITED STATES OF AMERICA (USA)"
2005,82,"BOLIVIA, BRAZIL, CANADA, CHINA, EUROPEAN UNION, INDIA, MEXICO, NORWAY, SWITZERLAND"
2005,83,"BRAZIL, EUROPEAN UNION, ITALIA"
2005,87,"AOSIS, AUSTRALIA, BANGLADESH, CANADA, CHINA, EUROPEAN UNION, G77, JAMAICA, JAPAN, MEXICO, PANAMA, PAPUA NEW GUINEA, SWEDEN"
2005,88,"AUSTRALIA, CANADA, CHINA, G77, SWITZERLAND"
2005,91,"CANADA, UNITED STATES OF AMERICA (USA)"
2005,94,SAUDI ARABIA
2005,97,"CHINA, G77"
2005,98,UNITED STATES OF AMERICA (USA)
2005,100,UNITED STATES OF AMERICA (USA)
2005,104,"AUSTRALIA, CHINA, INDIA, RUSSIA, UNITED STATES OF AMERICA (USA)"
2005,105,"AUSTRALIA, AUSTRIA, DENMARK, EUROPEAN UNION, GREECE, NEW ZEALAND, SENEGAL, UNITED STATES OF AMERICA (USA)"
2005,106,"CANADA, GERMANY, KENYA, NORWAY, UNITED STATES OF AMERICA (USA)"
2024,4,"FRANCE, UNITED ARAB EMIRATES (UAE)"
2024,5,"CHINA, G77, UNITED STATES OF AMERICA (USA)"
2024,6,"AILAC, AOSIS, CHINA, EUROPEAN UNION, G77, JAPAN, NEW ZEALAND, UNITED STATES OF AMERICA (USA)"
2024,7,"AOSIS, LMDC"
2024,8,"AUSTRALIA, EUROPEAN UNION, JAPAN, NEW ZEALAND, NORWAY, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2024,10,"AFRICAN GROUP, AOSIS, CHINA, G77, LMDC"
2024,11,"AOSIS, AUSTRALIA, BRAZIL, CANADA, EUROPEAN UNION, INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA), NEW ZEALAND, UNITED STATES OF AMERICA (USA)"
2024,13,"AFRICAN GROUP, ARAB GROUP, CANADA, LMDC, SENEGAL, UNITED STATES OF AMERICA (USA)"
2024,14,"AFRICAN GROUP, AOSIS, ARAB GROUP, AUSTRALIA, NEW ZEALAND, NORWAY, UNITED STATES OF AMERICA (USA)"
2024,16,SWEDEN
2024,17,"FRANCE, LMDC, PAKISTAN"
2024,18,BARBADOS
2024,19,"AFRICAN GROUP, AOSIS, CHINA, EUROPEAN UNION, G77, NORWAY"
2024,20,GERMANY
2024,21,"FRANCE, NORWAY, SAUDI ARABIA"
2024,23,AOSIS
2024,24,"AUSTRALIA, BUTHAN, FRANCE"
2024,27,AOSIS
2024,28,"FRANCE, NETHERLANDS"
2024,30,SLOVENIA
2024,32,"CANADA, CHINA, EUROPEAN UNION, G77, JAPAN, RUSSIA, UNITED KINGDOM (UK), UNITED STATES OF AMERICA (USA)"
2024,33,"CHINA, G77, SUDAN"
2024,34,SAUDI ARABIA
2024,35,AFRICAN GROUP
2024,36,"ARAB GROUP, LMDC, NORWAY, SUDAN"
2024,37,"INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA), POLAND"
2024,40,"AOSIS, CHINA, EUROPEAN UNION, G77, LMDC, NORWAY, TRINIDAD AND TOBAGO"
2024,41,"CANADA, LMDC, UNITED ARAB EMIRATES (UAE)"
2024,42,FRANCE
2024,43,FRANCE
2024,44,FRANCE
2024,46,"CHINA, EUROPEAN UNION"
2024,47,"CANADA, PERU"
2024,48,"BRAZIL, CANADA, CHILE, MEXICO, RUSSIA, UNITED STATES OF AMERICA (USA)"
2024,49,"AOSIS, BRAZIL, CHINA, INTERNATIONAL WORK GROUP FOR INDIGENOUS AFFAIRS (IWGIA)"
2024,50,"AFRICAN GROUP, AUSTRALIA, UNITED STATES OF AMERICA (USA)"
2024,53,"KENYA, REPUBLIC OF IRELAND"
2024,54,LMDC
2024,55,EUROPEAN UNION
2024,57,AZERBAIJAN
2024,58,SAUDI ARABIA
1996,2,"GERMANY, JAPAN, UNITED STATES OF AMERICA (USA)"
1996,3,GERMANY
1996,6,"AUSTRALIA, CANADA, DENMARK, FRANCE, GERMANY, ICELAND, NETHERLANDS, SWITZERLAND, UNITED KINGDOM (UK)"
1996,8,GERMANY
1996,11,GERMANY
1996,15,GERMANY
1996,17,"CZECH REPUBLIC, GERMANY, HUGARY, ISREAL, MONACP, QATAR, RUSSIA, SAUDI ARABIA, TANZANIA, UNITED STATES OF AMERICA (USA), ZIMBABWE"
1996,19,"BANGLADESH, CANADA, COSTA RICA, GERMANY, IRAN, KUWAIT, PHILIPPINES, RUSSIA, SAUDI ARABIA, SOUTH AFRICA, SOUTH KOREA, SWITZERLAND, TURKEY, UNITED STATES OF AMERICA (USA)"
1996,20,"HUGARY, KUWAIT"
1996,22,"ARGENTINA, AUSTRALIA, BANGLADESH, BENIN, BRAZIL, BULGARIA, CANADA, CHINA, COLOMBIA, COSTA RICA, EUROPEAN UNION, FIJI, G77, GEORGIA, HUNGARY, INDIA, INDONESIA, IRAN, JAPAN, KUWAIT, MALDIVES, MOROCCO, MYANMAR, NEW ZEALAND, NIGERIA, NORWAY, OMAN, PAKISTAN, PHILIPPINES, POLAND, RUSSIA, SAUDI ARABIA, SOUTH KOREA, SWITZERLAND, UNITED ARAB EMIRATES (UAE), UNITED STATES OF AMERICA (USA)"
1996,23,"AUSTRALIA, CANADA, CHINA, COLOMBIA, EL SALVADOR, EUROPEAN UNION, G77, INDIA, IRAN, JAPAN, NETHERLANDS, NORWAY, PANAMA, PHILIPPINES, UNITED STATES OF AMERICA (USA)"
1996,25,"AOSIS, AUSTRALIA, CANADA, CHINA, EUROPEAN UNION, G77, IRAN, JAPAN, KIRIBATI, MYANMAR, NEW ZEALAND, NEW ZELAND, RUSSIA, UNITED STATES OF AMERICA (USA)"
1996,27,MAURITANIA
1996,29,"CHINA, G77"
