Source,Target,Weight,Start,End
ALGERIA,INDONESIA,2,1998,1998
ALGERIA,COLOMBIA,1,1998,1998
ALGERIA,USA,3,1998,1998
ALGERIA,SOUTH AFRICA,1,1998,1998
ALGERIA,CHILE,2,1998,1998
ALGERIA,UGANDA,1,1998,1998
ALGERIA,ZIMBABWE,1,1998,1998
QATAR,SAUDI ARABIA,3,1998,1998
SAUDI ARABIA,UNITED ARAB EMIRATES (UAE),2,1998,1998
SAUDI ARABIA,TANZANIA,2,1998,1998
BRAZIL,SAUDI ARABIA,2,1998,1998
IRAN,SAUDI ARABIA,3,1998,1998
CUBA,SAUDI ARABIA,2,1998,1998
SAUDI ARABIA,THAILAND,3,1998,1998
INDIA,SAUDI ARABIA,2,1998,1998
COLOMBIA,SAUDI ARABIA,2,1998,1998
SAUDI ARABIA,USA,10,1998,1998
SAUDI ARABIA,SOUTH AFRICA,3,1998,1998
CHILE,SAUDI ARABIA,4,1998,1998
SAUDI ARABIA,UGANDA,3,1998,1998
SAUDI ARABIA,ZIMBABWE,2,1998,1998
JAPAN,QATAR,3,1998,1998
JAPAN,UNITED ARAB EMIRATES (UAE),2,1998,1998
JAPAN,TANZANIA,2,1998,1998
BRAZIL,JAPAN,4,1998,1998
IRAN,JAPAN,2,1998,1998
CUBA,JAPAN,2,1998,1998
JAPAN,THAILAND,3,1998,1998
INDIA,JAPAN,2,1998,1998
COLOMBIA,JAPAN,2,1998,1998
JAPAN,SOUTH AFRICA,2,1998,1998
CHILE,JAPAN,3,1998,1998
JAPAN,UGANDA,3,1998,1998
JAPAN,ZIMBABWE,1,1998,1998
QATAR,UNITED ARAB EMIRATES (UAE),1,1998,1998
QATAR,TANZANIA,2,1998,1998
BRAZIL,QATAR,1,1998,1998
IRAN,QATAR,1,1998,1998
CUBA,QATAR,2,1998,1998
QATAR,THAILAND,2,1998,1998
CHINA,QATAR,3,1998,1998
INDIA,QATAR,1,1998,1998
INDONESIA,QATAR,1,1998,1998
COLOMBIA,QATAR,1,1998,1998
QATAR,USA,3,1998,1998
QATAR,SOUTH AFRICA,2,1998,1998
CHILE,QATAR,2,1998,1998
QATAR,UGANDA,3,1998,1998
QATAR,ZIMBABWE,1,1998,1998
TANZANIA,UNITED ARAB EMIRATES (UAE),1,1998,1998
BRAZIL,UNITED ARAB EMIRATES (UAE),1,1998,1998
IRAN,UNITED ARAB EMIRATES (UAE),2,1998,1998
CUBA,UNITED ARAB EMIRATES (UAE),1,1998,1998
THAILAND,UNITED ARAB EMIRATES (UAE),1,1998,1998
CHINA,UNITED ARAB EMIRATES (UAE),2,1998,1998
INDIA,UNITED ARAB EMIRATES (UAE),1,1998,1998
INDONESIA,UNITED ARAB EMIRATES (UAE),2,1998,1998
COLOMBIA,UNITED ARAB EMIRATES (UAE),1,1998,1998
UNITED ARAB EMIRATES (UAE),USA,2,1998,1998
SOUTH AFRICA,UNITED ARAB EMIRATES (UAE),1,1998,1998
CHILE,UNITED ARAB EMIRATES (UAE),1,1998,1998
UGANDA,UNITED ARAB EMIRATES (UAE),1,1998,1998
UNITED ARAB EMIRATES (UAE),ZIMBABWE,1,1998,1998
BRAZIL,TANZANIA,1,1998,1998
IRAN,TANZANIA,1,1998,1998
CUBA,TANZANIA,2,1998,1998
TANZANIA,THAILAND,2,1998,1998
CHINA,TANZANIA,2,1998,1998
INDIA,TANZANIA,1,1998,1998
INDONESIA,TANZANIA,1,1998,1998
COLOMBIA,TANZANIA,1,1998,1998
TANZANIA,USA,3,1998,1998
SOUTH AFRICA,TANZANIA,1,1998,1998
CHILE,TANZANIA,2,1998,1998
TANZANIA,UGANDA,2,1998,1998
TANZANIA,ZIMBABWE,1,1998,1998
BRAZIL,IRAN,1,1998,1998
BRAZIL,CUBA,1,1998,1998
BRAZIL,THAILAND,2,1998,1998
BRAZIL,CHINA,6,1998,1998
BRAZIL,INDIA,2,1998,1998
BRAZIL,INDONESIA,2,1998,1998
BRAZIL,COLOMBIA,2,1998,1998
BRAZIL,USA,8,1998,1998
BRAZIL,SOUTH AFRICA,3,1998,1998
BRAZIL,CHILE,2,1998,1998
BRAZIL,UGANDA,1,1998,1998
BRAZIL,ZIMBABWE,2,1998,1998
CUBA,IRAN,1,1998,1998
IRAN,THAILAND,1,1998,1998
CHINA,IRAN,2,1998,1998
INDIA,IRAN,1,1998,1998
INDONESIA,IRAN,3,1998,1998
COLOMBIA,IRAN,1,1998,1998
IRAN,USA,4,1998,1998
IRAN,SOUTH AFRICA,1,1998,1998
CHILE,IRAN,1,1998,1998
IRAN,UGANDA,1,1998,1998
IRAN,ZIMBABWE,1,1998,1998
CUBA,THAILAND,2,1998,1998
CHINA,CUBA,2,1998,1998
CUBA,INDIA,1,1998,1998
CUBA,INDONESIA,1,1998,1998
COLOMBIA,CUBA,1,1998,1998
CUBA,USA,2,1998,1998
CUBA,SOUTH AFRICA,1,1998,1998
CHILE,CUBA,2,1998,1998
CUBA,UGANDA,2,1998,1998
CUBA,ZIMBABWE,1,1998,1998
CHINA,THAILAND,4,1998,1998
INDIA,THAILAND,1,1998,1998
INDONESIA,THAILAND,1,1998,1998
COLOMBIA,THAILAND,1,1998,1998
THAILAND,USA,4,1998,1998
SOUTH AFRICA,THAILAND,1,1998,1998
CHILE,THAILAND,3,1998,1998
THAILAND,UGANDA,2,1998,1998
THAILAND,ZIMBABWE,1,1998,1998
CHINA,INDIA,3,1998,1998
CHINA,COLOMBIA,4,1998,1998
CHINA,SOUTH AFRICA,4,1998,1998
CHILE,CHINA,4,1998,1998
CHINA,UGANDA,3,1998,1998
CHINA,ZIMBABWE,3,1998,1998
INDIA,INDONESIA,1,1998,1998
COLOMBIA,INDIA,2,1998,1998
INDIA,USA,3,1998,1998
INDIA,SOUTH AFRICA,2,1998,1998
CHILE,INDIA,1,1998,1998
INDIA,UGANDA,1,1998,1998
INDIA,ZIMBABWE,2,1998,1998
COLOMBIA,INDONESIA,1,1998,1998
INDONESIA,USA,5,1998,1998
INDONESIA,SOUTH AFRICA,1,1998,1998
CHILE,INDONESIA,1,1998,1998
INDONESIA,UGANDA,1,1998,1998
INDONESIA,ZIMBABWE,1,1998,1998
COLOMBIA,USA,4,1998,1998
COLOMBIA,SOUTH AFRICA,3,1998,1998
CHILE,COLOMBIA,2,1998,1998
COLOMBIA,UGANDA,1,1998,1998
COLOMBIA,ZIMBABWE,2,1998,1998
SOUTH AFRICA,USA,5,1998,1998
CHILE,USA,4,1998,1998
UGANDA,USA,3,1998,1998
USA,ZIMBABWE,3,1998,1998
CHILE,SOUTH AFRICA,2,1998,1998
SOUTH AFRICA,UGANDA,2,1998,1998
SOUTH AFRICA,ZIMBABWE,2,1998,1998
CHILE,UGANDA,2,1998,1998
CHILE,ZIMBABWE,1,1998,1998
UGANDA,ZIMBABWE,1,1998,1998
CANADA,INDIA,1,1998,1998
CANADA,RUSSIA,6,1998,1998
CANADA,SAUDI ARABIA,8,1998,1998
CANADA,EU,9,1998,1998
CANADA,NEW ZEALAND,7,1998,1998
CANADA,CZECH REPUBLIC,1,1998,1998
CANADA,HUGARY,1,1998,1998
CANADA,HUNGARY,1,1998,1998
CANADA,CHINA,10,1998,1998
CANADA,NEW ZELAND,7,1998,1998
CANADA,JAPAN,7,1998,1998
CANADA,POLAND,3,1998,1998
AUSTRIA,INDIA,1,1998,1998
INDIA,RUSSIA,2,1998,1998
EU,INDIA,2,1998,1998
INDIA,NEW ZEALAND,1,1998,1998
CZECH REPUBLIC,INDIA,1,1998,1998
ARGENTINA,INDIA,1,1998,1998
HUGARY,INDIA,1,1998,1998
HUNGARY,INDIA,1,1998,1998
INDIA,NEW ZELAND,1,1998,1998
INDIA,POLAND,2,1998,1998
AUSTRIA,RUSSIA,2,1998,1998
AUSTRIA,SAUDI ARABIA,1,1998,1998
AUSTRIA,EU,1,1998,1998
AUSTRIA,NEW ZEALAND,1,1998,1998
AUSTRIA,CZECH REPUBLIC,1,1998,1998
AUSTRIA,HUGARY,1,1998,1998
AUSTRIA,HUNGARY,1,1998,1998
AUSTRIA,CHINA,1,1998,1998
AUSTRIA,NEW ZELAND,1,1998,1998
AUSTRIA,JAPAN,2,1998,1998
AUSTRIA,POLAND,1,1998,1998
RUSSIA,SAUDI ARABIA,4,1998,1998
EU,RUSSIA,7,1998,1998
NEW ZEALAND,RUSSIA,6,1998,1998
CZECH REPUBLIC,RUSSIA,1,1998,1998
ARGENTINA,RUSSIA,4,1998,1998
HUGARY,RUSSIA,2,1998,1998
HUNGARY,RUSSIA,2,1998,1998
RUSSIA,USA,10,1998,1998
CHINA,RUSSIA,8,1998,1998
NEW ZELAND,RUSSIA,6,1998,1998
JAPAN,RUSSIA,7,1998,1998
POLAND,RUSSIA,2,1998,1998
EU,SAUDI ARABIA,8,1998,1998
NEW ZEALAND,SAUDI ARABIA,6,1998,1998
CZECH REPUBLIC,SAUDI ARABIA,1,1998,1998
HUGARY,SAUDI ARABIA,2,1998,1998
HUNGARY,SAUDI ARABIA,2,1998,1998
NEW ZELAND,SAUDI ARABIA,6,1998,1998
EU,NEW ZEALAND,7,1998,1998
CZECH REPUBLIC,EU,1,1998,1998
ARGENTINA,EU,4,1998,1998
EU,HUGARY,2,1998,1998
EU,HUNGARY,2,1998,1998
EU,NEW ZELAND,7,1998,1998
EU,POLAND,4,1998,1998
CZECH REPUBLIC,NEW ZEALAND,1,1998,1998
ARGENTINA,NEW ZEALAND,4,1998,1998
HUGARY,NEW ZEALAND,2,1998,1998
HUNGARY,NEW ZEALAND,2,1998,1998
NEW ZEALAND,USA,8,1998,1998
CHINA,NEW ZEALAND,8,1998,1998
NEW ZEALAND,NEW ZELAND,8,1998,1998
JAPAN,NEW ZEALAND,6,1998,1998
NEW ZEALAND,POLAND,2,1998,1998
ARGENTINA,CZECH REPUBLIC,1,1998,1998
CZECH REPUBLIC,HUGARY,1,1998,1998
CZECH REPUBLIC,HUNGARY,1,1998,1998
CZECH REPUBLIC,USA,1,1998,1998
CHINA,CZECH REPUBLIC,1,1998,1998
CZECH REPUBLIC,NEW ZELAND,1,1998,1998
CZECH REPUBLIC,JAPAN,1,1998,1998
CZECH REPUBLIC,POLAND,1,1998,1998
ARGENTINA,HUGARY,2,1998,1998
ARGENTINA,HUNGARY,2,1998,1998
ARGENTINA,NEW ZELAND,4,1998,1998
HUGARY,HUNGARY,2,1998,1998
HUGARY,USA,2,1998,1998
CHINA,HUGARY,2,1998,1998
HUGARY,NEW ZELAND,2,1998,1998
HUGARY,JAPAN,2,1998,1998
HUGARY,POLAND,1,1998,1998
HUNGARY,USA,2,1998,1998
CHINA,HUNGARY,2,1998,1998
HUNGARY,NEW ZELAND,2,1998,1998
HUNGARY,JAPAN,2,1998,1998
HUNGARY,POLAND,1,1998,1998
NEW ZELAND,USA,8,1998,1998
POLAND,USA,6,1998,1998
CHINA,NEW ZELAND,8,1998,1998
JAPAN,NEW ZELAND,6,1998,1998
NEW ZELAND,POLAND,2,1998,1998
BRAZIL,CANADA,5,1998,1998
CANADA,SOUTH AFRICA,3,1998,1998
CANADA,MALAYSIA,1,1998,1998
BRAZIL,NORWAY,3,1998,1998
BRAZIL,MALAYSIA,1,1998,1998
BRAZIL,SWITZERLAND,3,1998,1998
BRAZIL,POLAND,3,1998,1998
NORWAY,SOUTH AFRICA,3,1998,1998
MALAYSIA,USA,1,1998,1998
MALAYSIA,SOUTH AFRICA,1,1998,1998
SOUTH AFRICA,SWITZERLAND,2,1998,1998
POLAND,SOUTH AFRICA,2,1998,1998
MALAYSIA,SWITZERLAND,1,1998,1998
POLAND,SWITZERLAND,3,1998,1998
AOSIS,CANADA,4,1998,1998
AUSTRALIA,CANADA,10,1998,1998
CANADA,PHILIPPINES,3,1998,1998
BARBADOS,CANADA,1,1998,1998
AUSTRIA,BRAZIL,1,1998,1998
AOSIS,AUSTRIA,1,1998,1998
AUSTRALIA,AUSTRIA,1,1998,1998
AUSTRIA,PHILIPPINES,1,1998,1998
AUSTRIA,BARBADOS,1,1998,1998
BRAZIL,ICELAND,2,1998,1998
AOSIS,BRAZIL,4,1998,1998
ARGENTINA,BRAZIL,3,1998,1998
BRAZIL,PHILIPPINES,1,1998,1998
BRAZIL,RUSSIA,3,1998,1998
BARBADOS,BRAZIL,1,1998,1998
AOSIS,ICELAND,2,1998,1998
AUSTRALIA,ICELAND,3,1998,1998
ICELAND,PHILIPPINES,1,1998,1998
ICELAND,RUSSIA,3,1998,1998
BARBADOS,ICELAND,1,1998,1998
ICELAND,JAPAN,3,1998,1998
AOSIS,AUSTRALIA,5,1998,1998
AOSIS,ARGENTINA,3,1998,1998
AOSIS,PHILIPPINES,1,1998,1998
AOSIS,USA,5,1998,1998
AOSIS,RUSSIA,3,1998,1998
AOSIS,BARBADOS,1,1998,1998
AOSIS,JAPAN,4,1998,1998
ARGENTINA,AUSTRALIA,4,1998,1998
AUSTRALIA,PHILIPPINES,2,1998,1998
AUSTRALIA,RUSSIA,7,1998,1998
AUSTRALIA,BARBADOS,1,1998,1998
ARGENTINA,PHILIPPINES,1,1998,1998
ARGENTINA,BARBADOS,1,1998,1998
PHILIPPINES,USA,4,1998,1998
PHILIPPINES,RUSSIA,2,1998,1998
BARBADOS,PHILIPPINES,1,1998,1998
JAPAN,PHILIPPINES,1,1998,1998
BARBADOS,USA,1,1998,1998
BARBADOS,RUSSIA,1,1998,1998
BARBADOS,JAPAN,1,1998,1998
NORWAY,TANZANIA,2,1998,1998
RUSSIA,TANZANIA,2,1998,1998
AUSTRALIA,NORWAY,9,1998,1998
NORWAY,RUSSIA,6,1998,1998
CANADA,INDONESIA,3,1998,1998
CANADA,GEORGIA,1,1998,1998
CANADA,SOUTH KOREA,4,1998,1998
BRAZIL,EU,5,1998,1998
BRAZIL,GEORGIA,1,1998,1998
BRAZIL,SOUTH KOREA,2,1998,1998
EU,INDONESIA,2,1998,1998
AOSIS,EU,4,1998,1998
EU,GEORGIA,1,1998,1998
AUSTRALIA,EU,10,1998,1998
EU,SOUTH KOREA,4,1998,1998
EU,SWITZERLAND,5,1998,1998
AOSIS,INDONESIA,1,1998,1998
INDONESIA,SOUTH KOREA,2,1998,1998
INDONESIA,SWITZERLAND,4,1998,1998
AOSIS,GEORGIA,1,1998,1998
AOSIS,SOUTH KOREA,3,1998,1998
AOSIS,CHINA,4,1998,1998
AOSIS,SWITZERLAND,2,1998,1998
AUSTRALIA,GEORGIA,1,1998,1998
GEORGIA,SOUTH KOREA,1,1998,1998
GEORGIA,USA,1,1998,1998
GEORGIA,SWITZERLAND,1,1998,1998
AUSTRALIA,SOUTH KOREA,4,1998,1998
AUSTRALIA,SWITZERLAND,6,1998,1998
SOUTH KOREA,USA,5,1998,1998
CHINA,SOUTH KOREA,5,1998,1998
SOUTH KOREA,SWITZERLAND,2,1998,1998
CHINA,SWITZERLAND,7,1998,1998
EU,PHILIPPINES,3,1998,1998
EU,THAILAND,3,1998,1998
PHILIPPINES,THAILAND,1,1998,1998
CHINA,PHILIPPINES,3,1998,1998
G77,PHILIPPINES,3,1998,1998
G77,RUSSIA,7,1998,1998
CANADA,IRAN,2,1998,1998
CANADA,SENEGAL,1,1998,1998
SAUDI ARABIA,SWEDEN,2,1998,1998
IRAN,SWEDEN,1,1998,1998
AUSTRALIA,SWEDEN,3,1998,1998
SENEGAL,SWEDEN,1,1998,1998
IRAN,SENEGAL,1,1998,1998
AUSTRALIA,SENEGAL,1,1998,1998
SENEGAL,USA,1,1998,1998
CANADA,PAKISTAN,1,1998,1998
CANADA,OECD,2,1998,1998
CANADA,G77,8,1998,1998
CANADA,TURKEY,1,1998,1998
PAKISTAN,SAUDI ARABIA,1,1998,1998
PHILIPPINES,SAUDI ARABIA,2,1998,1998
OECD,SAUDI ARABIA,1,1998,1998
SAUDI ARABIA,TURKEY,1,1998,1998
EU,NORWAY,8,1998,1998
EU,PAKISTAN,1,1998,1998
EU,OECD,1,1998,1998
EU,TURKEY,1,1998,1998
AUSTRALIA,PAKISTAN,1,1998,1998
AUSTRALIA,OECD,2,1998,1998
AUSTRALIA,TURKEY,1,1998,1998
NORWAY,PAKISTAN,1,1998,1998
NORWAY,PHILIPPINES,2,1998,1998
NORWAY,OECD,2,1998,1998
NORWAY,TURKEY,1,1998,1998
PAKISTAN,PHILIPPINES,1,1998,1998
PAKISTAN,USA,1,1998,1998
OECD,PAKISTAN,1,1998,1998
CHINA,PAKISTAN,1,1998,1998
G77,PAKISTAN,1,1998,1998
PAKISTAN,TURKEY,1,1998,1998
OECD,PHILIPPINES,1,1998,1998
PHILIPPINES,TURKEY,1,1998,1998
OECD,USA,2,1998,1998
TURKEY,USA,1,1998,1998
CHINA,OECD,2,1998,1998
G77,OECD,2,1998,1998
OECD,TURKEY,2,1998,1998
CHINA,TURKEY,1,1998,1998
G77,TURKEY,1,1998,1998
CANADA,MAURITANIA,2,1998,1998
CANADA,COLOMBIA,1,1998,1998
CANADA,CHILE,2,1998,1998
SAUDI ARABIA,SOUTH KOREA,3,1998,1998
MAURITANIA,RUSSIA,1,1998,1998
EU,MAURITANIA,2,1998,1998
COLOMBIA,MAURITANIA,1,1998,1998
MAURITANIA,SOUTH KOREA,1,1998,1998
MAURITANIA,NEW ZEALAND,2,1998,1998
MAURITANIA,PHILIPPINES,1,1998,1998
MAURITANIA,USA,2,1998,1998
MAURITANIA,SOUTH AFRICA,1,1998,1998
MAURITANIA,NEW ZELAND,2,1998,1998
CHILE,MAURITANIA,1,1998,1998
COLOMBIA,RUSSIA,2,1998,1998
RUSSIA,SOUTH KOREA,3,1998,1998
RUSSIA,SOUTH AFRICA,3,1998,1998
CHILE,RUSSIA,2,1998,1998
COLOMBIA,EU,3,1998,1998
EU,SOUTH AFRICA,3,1998,1998
CHILE,EU,3,1998,1998
COLOMBIA,SOUTH KOREA,1,1998,1998
COLOMBIA,NEW ZEALAND,1,1998,1998
COLOMBIA,NORWAY,2,1998,1998
COLOMBIA,PHILIPPINES,1,1998,1998
COLOMBIA,NEW ZELAND,1,1998,1998
NEW ZEALAND,SOUTH KOREA,4,1998,1998
NORWAY,SOUTH KOREA,4,1998,1998
PHILIPPINES,SOUTH KOREA,1,1998,1998
SOUTH AFRICA,SOUTH KOREA,1,1998,1998
NEW ZELAND,SOUTH KOREA,4,1998,1998
CHILE,SOUTH KOREA,3,1998,1998
G77,SOUTH KOREA,4,1998,1998
NEW ZEALAND,NORWAY,7,1998,1998
NEW ZEALAND,PHILIPPINES,1,1998,1998
NEW ZEALAND,SOUTH AFRICA,2,1998,1998
CHILE,NEW ZEALAND,3,1998,1998
G77,NEW ZEALAND,7,1998,1998
NEW ZELAND,NORWAY,7,1998,1998
CHILE,NORWAY,3,1998,1998
PHILIPPINES,SOUTH AFRICA,1,1998,1998
NEW ZELAND,PHILIPPINES,1,1998,1998
CHILE,PHILIPPINES,1,1998,1998
NEW ZELAND,SOUTH AFRICA,2,1998,1998
CHILE,NEW ZELAND,3,1998,1998
G77,NEW ZELAND,7,1998,1998
CANADA,NIGERIA,3,1998,1998
CANADA,ZIMBABWE,1,1998,1998
NIGERIA,SAUDI ARABIA,2,1998,1998
AUSTRALIA,MAURITANIA,1,1998,1998
MAURITANIA,NIGERIA,1,1998,1998
MAURITANIA,ZIMBABWE,1,1998,1998
EU,NIGERIA,2,1998,1998
EU,ZIMBABWE,2,1998,1998
AUSTRALIA,NEW ZEALAND,6,1998,1998
AUSTRALIA,NIGERIA,2,1998,1998
AUSTRALIA,NEW ZELAND,6,1998,1998
NEW ZEALAND,NIGERIA,1,1998,1998
NEW ZEALAND,ZIMBABWE,1,1998,1998
NIGERIA,NORWAY,1,1998,1998
NORWAY,ZIMBABWE,1,1998,1998
NIGERIA,USA,3,1998,1998
CHINA,NIGERIA,2,1998,1998
NEW ZELAND,NIGERIA,1,1998,1998
G77,NIGERIA,2,1998,1998
NIGERIA,ZIMBABWE,1,1998,1998
NEW ZELAND,ZIMBABWE,1,1998,1998
EU,UMBRELLA GROUP,2,1998,1998
EU,ICELAND,2,1998,1998
EU,NETHERLANDS,2,1998,1998
EU,SLOVENIA,1,1998,1998
AFRICAN GROUP,EU,2,1998,1998
AUSTRALIA,UMBRELLA GROUP,2,1998,1998
AUSTRALIA,NETHERLANDS,2,1998,1998
AUSTRALIA,SLOVENIA,1,1998,1998
AFRICAN GROUP,AUSTRALIA,2,1998,1998
NEW ZEALAND,UMBRELLA GROUP,2,1998,1998
NEW ZEALAND,SWITZERLAND,3,1998,1998
ICELAND,NEW ZEALAND,2,1998,1998
NETHERLANDS,NEW ZEALAND,2,1998,1998
NEW ZEALAND,SLOVENIA,1,1998,1998
BRAZIL,NEW ZEALAND,2,1998,1998
AFRICAN GROUP,NEW ZEALAND,2,1998,1998
AOSIS,NEW ZEALAND,3,1998,1998
RUSSIA,UMBRELLA GROUP,2,1998,1998
SWITZERLAND,UMBRELLA GROUP,2,1998,1998
NEW ZELAND,UMBRELLA GROUP,2,1998,1998
G77,UMBRELLA GROUP,3,1998,1998
JAPAN,UMBRELLA GROUP,2,1998,1998
CANADA,UMBRELLA GROUP,2,1998,1998
ICELAND,UMBRELLA GROUP,1,1998,1998
NETHERLANDS,UMBRELLA GROUP,1,1998,1998
SLOVENIA,UMBRELLA GROUP,1,1998,1998
BRAZIL,UMBRELLA GROUP,2,1998,1998
AFRICAN GROUP,UMBRELLA GROUP,1,1998,1998
NORWAY,UMBRELLA GROUP,2,1998,1998
CHINA,UMBRELLA GROUP,3,1998,1998
AOSIS,UMBRELLA GROUP,1,1998,1998
UMBRELLA GROUP,USA,3,1998,1998
RUSSIA,SWITZERLAND,3,1998,1998
NETHERLANDS,RUSSIA,1,1998,1998
RUSSIA,SLOVENIA,1,1998,1998
AFRICAN GROUP,RUSSIA,2,1998,1998
NEW ZELAND,SWITZERLAND,3,1998,1998
G77,SWITZERLAND,6,1998,1998
JAPAN,SWITZERLAND,5,1998,1998
SLOVENIA,SWITZERLAND,1,1998,1998
AFRICAN GROUP,SWITZERLAND,2,1998,1998
ICELAND,NEW ZELAND,2,1998,1998
NETHERLANDS,NEW ZELAND,2,1998,1998
NEW ZELAND,SLOVENIA,1,1998,1998
BRAZIL,NEW ZELAND,2,1998,1998
AFRICAN GROUP,NEW ZELAND,2,1998,1998
AOSIS,NEW ZELAND,3,1998,1998
G77,ICELAND,2,1998,1998
G77,NETHERLANDS,2,1998,1998
G77,SLOVENIA,1,1998,1998
AFRICAN GROUP,G77,2,1998,1998
AOSIS,G77,3,1998,1998
JAPAN,NETHERLANDS,2,1998,1998
JAPAN,SLOVENIA,1,1998,1998
AFRICAN GROUP,JAPAN,2,1998,1998
CANADA,SLOVENIA,1,1998,1998
AFRICAN GROUP,CANADA,2,1998,1998
ICELAND,SLOVENIA,1,1998,1998
AFRICAN GROUP,ICELAND,2,1998,1998
CHINA,ICELAND,2,1998,1998
NETHERLANDS,SLOVENIA,1,1998,1998
BRAZIL,NETHERLANDS,2,1998,1998
AFRICAN GROUP,NETHERLANDS,1,1998,1998
CHINA,NETHERLANDS,2,1998,1998
AOSIS,NETHERLANDS,2,1998,1998
BRAZIL,SLOVENIA,1,1998,1998
AFRICAN GROUP,SLOVENIA,1,1998,1998
NORWAY,SLOVENIA,1,1998,1998
CHINA,SLOVENIA,1,1998,1998
AOSIS,SLOVENIA,1,1998,1998
SLOVENIA,USA,1,1998,1998
AFRICAN GROUP,BRAZIL,1,1998,1998
AFRICAN GROUP,NORWAY,2,1998,1998
AFRICAN GROUP,CHINA,2,1998,1998
AFRICAN GROUP,AOSIS,1,1998,1998
AFRICAN GROUP,USA,2,1998,1998
AOSIS,NORWAY,3,1998,1998
EU,KUWAIT,3,1998,1998
EU,HONDURAS,2,1998,1998
EU,QATAR,2,1998,1998
EU,UGANDA,2,1998,1998
AUSTRALIA,HONDURAS,2,1998,1998
KUWAIT,NEW ZEALAND,1,1998,1998
HONDURAS,NEW ZEALAND,2,1998,1998
NEW ZEALAND,QATAR,2,1998,1998
NEW ZEALAND,UGANDA,2,1998,1998
KUWAIT,RUSSIA,1,1998,1998
KUWAIT,SWITZERLAND,3,1998,1998
KUWAIT,NEW ZELAND,1,1998,1998
CANADA,KUWAIT,2,1998,1998
ICELAND,KUWAIT,1,1998,1998
HONDURAS,KUWAIT,1,1998,1998
AFRICAN GROUP,KUWAIT,1,1998,1998
HONDURAS,RUSSIA,2,1998,1998
QATAR,RUSSIA,2,1998,1998
RUSSIA,UGANDA,2,1998,1998
SAUDI ARABIA,SWITZERLAND,2,1998,1998
HONDURAS,SWITZERLAND,1,1998,1998
QATAR,SWITZERLAND,1,1998,1998
SWITZERLAND,UGANDA,1,1998,1998
HONDURAS,NEW ZELAND,2,1998,1998
NEW ZELAND,QATAR,2,1998,1998
NEW ZELAND,UGANDA,2,1998,1998
G77,HONDURAS,2,1998,1998
HONDURAS,JAPAN,2,1998,1998
CANADA,HONDURAS,1,1998,1998
CANADA,QATAR,1,1998,1998
CANADA,UGANDA,1,1998,1998
ICELAND,SAUDI ARABIA,1,1998,1998
HONDURAS,SAUDI ARABIA,2,1998,1998
AFRICAN GROUP,SAUDI ARABIA,1,1998,1998
HONDURAS,ICELAND,1,1998,1998
ICELAND,QATAR,1,1998,1998
ICELAND,SOUTH AFRICA,1,1998,1998
ICELAND,UGANDA,1,1998,1998
HONDURAS,QATAR,2,1998,1998
AFRICAN GROUP,HONDURAS,1,1998,1998
HONDURAS,NORWAY,2,1998,1998
CHINA,HONDURAS,2,1998,1998
HONDURAS,USA,2,1998,1998
HONDURAS,SOUTH AFRICA,1,1998,1998
HONDURAS,UGANDA,2,1998,1998
AFRICAN GROUP,QATAR,1,1998,1998
NORWAY,QATAR,2,1998,1998
AFRICAN GROUP,SOUTH AFRICA,1,1998,1998
AFRICAN GROUP,UGANDA,1,1998,1998
NORWAY,UGANDA,2,1998,1998
COLOMBIA,POLAND,2,1998,1998
COLOMBIA,SWITZERLAND,1,1998,1998
AUSTRALIA,POLAND,3,1998,1998
ECUADOR,EU,3,1998,1998
AUSTRALIA,ECUADOR,3,1998,1998
ECUADOR,KUWAIT,1,1998,1998
ECUADOR,MOROCCO,1,1998,1998
BANGLADESH,ECUADOR,1,1998,1998
ECUADOR,SWITZERLAND,1,1998,1998
ECUADOR,G77,3,1998,1998
ALGERIA,ECUADOR,1,1998,1998
CANADA,ECUADOR,1,1998,1998
ECUADOR,JAPAN,2,1998,1998
ECUADOR,SAUDI ARABIA,2,1998,1998
ECUADOR,SYRIA,2,1998,1998
ECUADOR,UNITED ARAB EMIRATES (UAE),1,1998,1998
ECUADOR,MONACP,1,1998,1998
ECUADOR,IRAN,1,1998,1998
ECUADOR,GAMBIA,3,1998,1998
ECUADOR,MARSHALL ISLANDS,1,1998,1998
ECUADOR,GERMANY,2,1998,1998
ECUADOR,NIGERIA,1,1998,1998
ECUADOR,LEBANON,1,1998,1998
CHINA,ECUADOR,3,1998,1998
ECUADOR,INDONESIA,1,1998,1998
ECUADOR,USA,3,1998,1998
EU,MOROCCO,2,1998,1998
BANGLADESH,EU,1,1998,1998
ALGERIA,EU,2,1998,1998
EU,SYRIA,2,1998,1998
EU,UNITED ARAB EMIRATES (UAE),1,1998,1998
EU,MONACP,1,1998,1998
EU,IRAN,1,1998,1998
EU,GAMBIA,3,1998,1998
EU,MARSHALL ISLANDS,1,1998,1998
EU,LEBANON,1,1998,1998
AUSTRALIA,MOROCCO,2,1998,1998
AUSTRALIA,BANGLADESH,1,1998,1998
AUSTRALIA,SYRIA,2,1998,1998
AUSTRALIA,MONACP,1,1998,1998
AUSTRALIA,GAMBIA,3,1998,1998
AUSTRALIA,MARSHALL ISLANDS,1,1998,1998
AUSTRALIA,GERMANY,2,1998,1998
AUSTRALIA,LEBANON,1,1998,1998
